2023-10-05 13:50:10,231  =================== rf_02 start training ===================
2023-10-05 13:50:12,643  gridsearching...
2023-10-05 14:07:22,809  model: rf_02, best_params: {'max_depth': 9, 'min_samples_leaf': 2, 'min_samples_split': 12, 'n_estimators': 30}
2023-10-05 14:07:22,809  0.154 (+/-0.030) for {'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 14:07:22,817  0.615 (+/-0.035) for {'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 24, 'n_estimators': 30}
2023-10-05 14:07:22,817  0.200 (+/-0.042) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 14:07:22,817  0.355 (+/-0.067) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 2, 'n_estimators': 8}
2023-10-05 14:07:22,817  0.412 (+/-0.089) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 2, 'n_estimators': 12}
2023-10-05 14:07:22,817  0.488 (+/-0.055) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 2, 'n_estimators': 16}
2023-10-05 14:07:22,817  0.507 (+/-0.044) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 2, 'n_estimators': 20}
2023-10-05 14:07:22,817  0.620 (+/-0.053) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 2, 'n_estimators': 30}
2023-10-05 14:07:22,817  0.215 (+/-0.030) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 14:07:22,817  0.341 (+/-0.082) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 6, 'n_estimators': 8}
2023-10-05 14:07:22,817  0.396 (+/-0.086) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 6, 'n_estimators': 12}
2023-10-05 14:07:22,817  0.504 (+/-0.042) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 6, 'n_estimators': 16}
2023-10-05 14:07:22,817  0.512 (+/-0.053) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 6, 'n_estimators': 20}
2023-10-05 14:07:22,817  0.590 (+/-0.051) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 6, 'n_estimators': 30}
2023-10-05 14:07:22,817  0.221 (+/-0.075) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 14:07:22,817  0.332 (+/-0.061) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 12, 'n_estimators': 8}
2023-10-05 14:07:22,817  0.435 (+/-0.108) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 12, 'n_estimators': 12}
2023-10-05 14:07:22,817  0.461 (+/-0.043) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 12, 'n_estimators': 16}
2023-10-05 14:07:22,818  0.530 (+/-0.054) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 12, 'n_estimators': 20}
2023-10-05 14:07:22,818  0.615 (+/-0.069) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 12, 'n_estimators': 30}
2023-10-05 14:07:22,818  0.200 (+/-0.042) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 18, 'n_estimators': 3}
2023-10-05 14:07:22,818  0.328 (+/-0.075) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 18, 'n_estimators': 8}
2023-10-05 14:07:22,818  0.403 (+/-0.069) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 18, 'n_estimators': 12}
2023-10-05 14:07:22,818  0.475 (+/-0.040) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 18, 'n_estimators': 16}
2023-10-05 14:07:22,818  0.499 (+/-0.085) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 18, 'n_estimators': 20}
2023-10-05 14:07:22,818  0.621 (+/-0.053) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 18, 'n_estimators': 30}
2023-10-05 14:07:22,818  0.196 (+/-0.064) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 14:07:22,818  0.373 (+/-0.046) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 24, 'n_estimators': 8}
2023-10-05 14:07:22,818  0.447 (+/-0.106) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 24, 'n_estimators': 12}
2023-10-05 14:07:22,818  0.469 (+/-0.094) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 24, 'n_estimators': 16}
2023-10-05 14:07:22,818  0.536 (+/-0.034) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 24, 'n_estimators': 20}
2023-10-05 14:07:22,818  0.607 (+/-0.047) for {'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 24, 'n_estimators': 30}
2023-10-05 14:07:22,818  0.201 (+/-0.061) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 14:07:22,818  0.321 (+/-0.046) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 8}
2023-10-05 14:07:22,818  0.423 (+/-0.043) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 12}
2023-10-05 14:07:22,818  0.462 (+/-0.050) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 16}
2023-10-05 14:07:22,818  0.521 (+/-0.107) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 20}
2023-10-05 14:07:22,818  0.600 (+/-0.069) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 30}
2023-10-05 14:07:22,818  0.226 (+/-0.077) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 14:07:22,818  0.357 (+/-0.066) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 6, 'n_estimators': 8}
2023-10-05 14:07:22,818  0.418 (+/-0.060) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 6, 'n_estimators': 12}
2023-10-05 14:07:22,818  0.460 (+/-0.049) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 6, 'n_estimators': 16}
2023-10-05 14:07:22,818  0.491 (+/-0.029) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 6, 'n_estimators': 20}
2023-10-05 14:07:22,818  0.620 (+/-0.038) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 6, 'n_estimators': 30}
2023-10-05 14:07:22,818  0.208 (+/-0.056) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 14:07:22,819  0.342 (+/-0.102) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 12, 'n_estimators': 8}
2023-10-05 14:07:22,819  0.391 (+/-0.084) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 12, 'n_estimators': 12}
2023-10-05 14:07:22,819  0.472 (+/-0.081) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 12, 'n_estimators': 16}
2023-10-05 14:07:22,819  0.537 (+/-0.065) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 12, 'n_estimators': 20}
2023-10-05 14:07:22,819  0.596 (+/-0.046) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 12, 'n_estimators': 30}
2023-10-05 14:07:22,819  0.189 (+/-0.055) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 18, 'n_estimators': 3}
2023-10-05 14:07:22,819  0.360 (+/-0.085) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 18, 'n_estimators': 8}
2023-10-05 14:07:22,819  0.425 (+/-0.042) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 18, 'n_estimators': 12}
2023-10-05 14:07:22,819  0.504 (+/-0.051) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 18, 'n_estimators': 16}
2023-10-05 14:07:22,819  0.543 (+/-0.047) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 18, 'n_estimators': 20}
2023-10-05 14:07:22,819  0.611 (+/-0.042) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 18, 'n_estimators': 30}
2023-10-05 14:07:22,819  0.193 (+/-0.043) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 14:07:22,819  0.315 (+/-0.070) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 24, 'n_estimators': 8}
2023-10-05 14:07:22,819  0.432 (+/-0.059) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 24, 'n_estimators': 12}
2023-10-05 14:07:22,819  0.494 (+/-0.041) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 24, 'n_estimators': 16}
2023-10-05 14:07:22,819  0.548 (+/-0.065) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 24, 'n_estimators': 20}
2023-10-05 14:07:22,819  0.582 (+/-0.068) for {'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 24, 'n_estimators': 30}
2023-10-05 14:07:22,819  0.215 (+/-0.036) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 14:07:22,819  0.323 (+/-0.076) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 8}
2023-10-05 14:07:22,819  0.378 (+/-0.052) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 12}
2023-10-05 14:07:22,819  0.469 (+/-0.048) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 16}
2023-10-05 14:07:22,819  0.530 (+/-0.016) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 20}
2023-10-05 14:07:22,819  0.559 (+/-0.039) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 30}
2023-10-05 14:07:22,819  0.193 (+/-0.054) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 14:07:22,819  0.322 (+/-0.067) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 8}
2023-10-05 14:07:22,819  0.432 (+/-0.113) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 12}
2023-10-05 14:07:22,819  0.466 (+/-0.055) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 16}
2023-10-05 14:07:22,820  0.547 (+/-0.067) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 20}
2023-10-05 14:07:22,820  0.588 (+/-0.064) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 30}
2023-10-05 14:07:22,820  0.218 (+/-0.082) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 14:07:22,820  0.335 (+/-0.088) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 8}
2023-10-05 14:07:22,820  0.386 (+/-0.094) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 12}
2023-10-05 14:07:22,820  0.471 (+/-0.045) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 16}
2023-10-05 14:07:22,820  0.502 (+/-0.076) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 20}
2023-10-05 14:07:22,820  0.612 (+/-0.029) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 30}
2023-10-05 14:07:22,820  0.233 (+/-0.075) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 18, 'n_estimators': 3}
2023-10-05 14:07:22,820  0.345 (+/-0.032) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 18, 'n_estimators': 8}
2023-10-05 14:07:22,820  0.435 (+/-0.108) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 18, 'n_estimators': 12}
2023-10-05 14:07:22,820  0.473 (+/-0.084) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 18, 'n_estimators': 16}
2023-10-05 14:07:22,820  0.493 (+/-0.076) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 18, 'n_estimators': 20}
2023-10-05 14:07:22,820  0.605 (+/-0.065) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 18, 'n_estimators': 30}
2023-10-05 14:07:22,820  0.231 (+/-0.078) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 14:07:22,820  0.356 (+/-0.060) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 8}
2023-10-05 14:07:22,820  0.432 (+/-0.069) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 12}
2023-10-05 14:07:22,820  0.456 (+/-0.043) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 16}
2023-10-05 14:07:22,820  0.498 (+/-0.072) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 20}
2023-10-05 14:07:22,820  0.597 (+/-0.053) for {'max_depth': 5, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 30}
2023-10-05 14:07:22,820  0.218 (+/-0.087) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 14:07:22,820  0.312 (+/-0.054) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 8}
2023-10-05 14:07:22,820  0.385 (+/-0.074) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 12}
2023-10-05 14:07:22,820  0.390 (+/-0.068) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 16}
2023-10-05 14:07:22,820  0.465 (+/-0.070) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 20}
2023-10-05 14:07:22,820  0.545 (+/-0.030) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 30}
2023-10-05 14:07:22,820  0.200 (+/-0.075) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 14:07:22,820  0.337 (+/-0.101) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 8}
2023-10-05 14:07:22,821  0.359 (+/-0.059) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 12}
2023-10-05 14:07:22,821  0.463 (+/-0.101) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 16}
2023-10-05 14:07:22,821  0.454 (+/-0.062) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 20}
2023-10-05 14:07:22,821  0.538 (+/-0.031) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 30}
2023-10-05 14:07:22,821  0.221 (+/-0.095) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 14:07:22,821  0.345 (+/-0.059) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 8}
2023-10-05 14:07:22,821  0.373 (+/-0.088) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 12}
2023-10-05 14:07:22,821  0.443 (+/-0.089) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 16}
2023-10-05 14:07:22,821  0.504 (+/-0.049) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 20}
2023-10-05 14:07:22,821  0.587 (+/-0.044) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 30}
2023-10-05 14:07:22,821  0.208 (+/-0.068) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 18, 'n_estimators': 3}
2023-10-05 14:07:22,821  0.328 (+/-0.019) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 18, 'n_estimators': 8}
2023-10-05 14:07:22,821  0.401 (+/-0.134) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 18, 'n_estimators': 12}
2023-10-05 14:07:22,821  0.417 (+/-0.038) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 18, 'n_estimators': 16}
2023-10-05 14:07:22,821  0.492 (+/-0.096) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 18, 'n_estimators': 20}
2023-10-05 14:07:22,821  0.549 (+/-0.060) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 18, 'n_estimators': 30}
2023-10-05 14:07:22,821  0.194 (+/-0.062) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 14:07:22,821  0.301 (+/-0.062) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 8}
2023-10-05 14:07:22,821  0.449 (+/-0.062) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 12}
2023-10-05 14:07:22,821  0.438 (+/-0.051) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 16}
2023-10-05 14:07:22,821  0.471 (+/-0.086) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 20}
2023-10-05 14:07:22,821  0.591 (+/-0.076) for {'max_depth': 5, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 30}
2023-10-05 14:07:22,821  0.242 (+/-0.050) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 14:07:22,821  0.393 (+/-0.045) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 8}
2023-10-05 14:07:22,821  0.467 (+/-0.074) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 12}
2023-10-05 14:07:22,821  0.560 (+/-0.056) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 16}
2023-10-05 14:07:22,821  0.584 (+/-0.071) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 20}
2023-10-05 14:07:22,821  0.672 (+/-0.055) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 30}
2023-10-05 14:07:22,822  0.261 (+/-0.087) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 14:07:22,822  0.396 (+/-0.053) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 6, 'n_estimators': 8}
2023-10-05 14:07:22,822  0.488 (+/-0.055) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 6, 'n_estimators': 12}
2023-10-05 14:07:22,822  0.534 (+/-0.052) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 6, 'n_estimators': 16}
2023-10-05 14:07:22,822  0.592 (+/-0.048) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 6, 'n_estimators': 20}
2023-10-05 14:07:22,822  0.691 (+/-0.036) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 6, 'n_estimators': 30}
2023-10-05 14:07:22,822  0.223 (+/-0.059) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 14:07:22,822  0.417 (+/-0.040) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 12, 'n_estimators': 8}
2023-10-05 14:07:22,822  0.482 (+/-0.063) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 12, 'n_estimators': 12}
2023-10-05 14:07:22,822  0.530 (+/-0.017) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 12, 'n_estimators': 16}
2023-10-05 14:07:22,822  0.592 (+/-0.074) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 12, 'n_estimators': 20}
2023-10-05 14:07:22,822  0.671 (+/-0.024) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 12, 'n_estimators': 30}
2023-10-05 14:07:22,822  0.255 (+/-0.058) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 18, 'n_estimators': 3}
2023-10-05 14:07:22,822  0.419 (+/-0.056) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 18, 'n_estimators': 8}
2023-10-05 14:07:22,822  0.497 (+/-0.043) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 18, 'n_estimators': 12}
2023-10-05 14:07:22,822  0.534 (+/-0.043) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 18, 'n_estimators': 16}
2023-10-05 14:07:22,822  0.592 (+/-0.055) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 18, 'n_estimators': 20}
2023-10-05 14:07:22,822  0.679 (+/-0.049) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 18, 'n_estimators': 30}
2023-10-05 14:07:22,823  0.242 (+/-0.053) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 14:07:22,823  0.399 (+/-0.034) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 24, 'n_estimators': 8}
2023-10-05 14:07:22,823  0.490 (+/-0.048) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 24, 'n_estimators': 12}
2023-10-05 14:07:22,823  0.542 (+/-0.052) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 24, 'n_estimators': 16}
2023-10-05 14:07:22,823  0.604 (+/-0.049) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 24, 'n_estimators': 20}
2023-10-05 14:07:22,823  0.679 (+/-0.029) for {'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 24, 'n_estimators': 30}
2023-10-05 14:07:22,823  0.239 (+/-0.019) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 14:07:22,823  0.417 (+/-0.069) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 2, 'n_estimators': 8}
2023-10-05 14:07:22,823  0.499 (+/-0.102) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 2, 'n_estimators': 12}
2023-10-05 14:07:22,823  0.560 (+/-0.068) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 2, 'n_estimators': 16}
2023-10-05 14:07:22,823  0.617 (+/-0.035) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 2, 'n_estimators': 20}
2023-10-05 14:07:22,823  0.671 (+/-0.036) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 2, 'n_estimators': 30}
2023-10-05 14:07:22,823  0.245 (+/-0.044) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 14:07:22,823  0.414 (+/-0.073) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 6, 'n_estimators': 8}
2023-10-05 14:07:22,823  0.477 (+/-0.083) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 6, 'n_estimators': 12}
2023-10-05 14:07:22,823  0.540 (+/-0.080) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 6, 'n_estimators': 16}
2023-10-05 14:07:22,823  0.582 (+/-0.065) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 6, 'n_estimators': 20}
2023-10-05 14:07:22,823  0.686 (+/-0.073) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 6, 'n_estimators': 30}
2023-10-05 14:07:22,823  0.244 (+/-0.036) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 14:07:22,823  0.409 (+/-0.069) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 12, 'n_estimators': 8}
2023-10-05 14:07:22,824  0.492 (+/-0.097) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 12, 'n_estimators': 12}
2023-10-05 14:07:22,824  0.536 (+/-0.068) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 12, 'n_estimators': 16}
2023-10-05 14:07:22,824  0.603 (+/-0.045) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 12, 'n_estimators': 20}
2023-10-05 14:07:22,824  0.689 (+/-0.061) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 12, 'n_estimators': 30}
2023-10-05 14:07:22,824  0.232 (+/-0.069) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 18, 'n_estimators': 3}
2023-10-05 14:07:22,824  0.379 (+/-0.037) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 18, 'n_estimators': 8}
2023-10-05 14:07:22,824  0.471 (+/-0.043) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 18, 'n_estimators': 12}
2023-10-05 14:07:22,824  0.550 (+/-0.063) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 18, 'n_estimators': 16}
2023-10-05 14:07:22,824  0.611 (+/-0.039) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 18, 'n_estimators': 20}
2023-10-05 14:07:22,824  0.659 (+/-0.043) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 18, 'n_estimators': 30}
2023-10-05 14:07:22,824  0.243 (+/-0.089) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 14:07:22,824  0.380 (+/-0.051) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 24, 'n_estimators': 8}
2023-10-05 14:07:22,824  0.472 (+/-0.022) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 24, 'n_estimators': 12}
2023-10-05 14:07:22,824  0.532 (+/-0.035) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 24, 'n_estimators': 16}
2023-10-05 14:07:22,824  0.606 (+/-0.049) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 24, 'n_estimators': 20}
2023-10-05 14:07:22,824  0.673 (+/-0.036) for {'max_depth': 7, 'min_samples_leaf': 6, 'min_samples_split': 24, 'n_estimators': 30}
