2023-10-05 14:31:45,783  =================== rf_04 start training ===================
2023-10-05 14:31:48,234  gridsearching...
2023-10-05 18:10:10,190  model: rf_04, best_params: {'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.165 (+/-0.040) for {'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.856 (+/-0.021) for {'max_depth': 12, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.271 (+/-0.072) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.745 (+/-0.028) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.812 (+/-0.033) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.832 (+/-0.009) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.247 (+/-0.059) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 4, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.758 (+/-0.049) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.817 (+/-0.039) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.840 (+/-0.023) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.305 (+/-0.042) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.749 (+/-0.045) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.811 (+/-0.027) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.838 (+/-0.017) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.186 (+/-0.075) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.744 (+/-0.072) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.813 (+/-0.028) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.838 (+/-0.021) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.258 (+/-0.083) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.762 (+/-0.033) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.808 (+/-0.035) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.833 (+/-0.022) for {'max_depth': 12, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.418 (+/-0.071) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.842 (+/-0.011) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.876 (+/-0.017) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.879 (+/-0.016) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.429 (+/-0.054) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.853 (+/-0.013) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-05 18:10:10,190  0.878 (+/-0.011) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-05 18:10:10,190  0.882 (+/-0.013) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-05 18:10:10,190  0.416 (+/-0.054) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 18:10:10,190  0.852 (+/-0.022) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.877 (+/-0.013) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.884 (+/-0.011) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.444 (+/-0.057) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.855 (+/-0.029) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.877 (+/-0.026) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.884 (+/-0.015) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.441 (+/-0.030) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.854 (+/-0.027) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.878 (+/-0.011) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.884 (+/-0.013) for {'max_depth': 24, 'min_samples_leaf': 1, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.424 (+/-0.054) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.860 (+/-0.010) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.886 (+/-0.017) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.887 (+/-0.016) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.447 (+/-0.043) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.862 (+/-0.018) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.886 (+/-0.014) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.892 (+/-0.010) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.458 (+/-0.054) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.859 (+/-0.019) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.883 (+/-0.015) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.888 (+/-0.020) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.430 (+/-0.051) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.863 (+/-0.017) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.883 (+/-0.018) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.890 (+/-0.007) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.453 (+/-0.048) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.861 (+/-0.009) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.881 (+/-0.016) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.891 (+/-0.022) for {'max_depth': 24, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.424 (+/-0.040) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.850 (+/-0.016) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.871 (+/-0.015) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.885 (+/-0.018) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.445 (+/-0.054) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.847 (+/-0.028) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.880 (+/-0.017) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.884 (+/-0.016) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.471 (+/-0.050) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.850 (+/-0.023) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.880 (+/-0.018) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.885 (+/-0.009) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.455 (+/-0.092) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.849 (+/-0.021) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.878 (+/-0.024) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.883 (+/-0.022) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.420 (+/-0.076) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.845 (+/-0.018) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.876 (+/-0.017) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.886 (+/-0.019) for {'max_depth': 24, 'min_samples_leaf': 8, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.337 (+/-0.122) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.817 (+/-0.041) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.856 (+/-0.018) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.865 (+/-0.018) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.380 (+/-0.043) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.822 (+/-0.036) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.857 (+/-0.011) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.863 (+/-0.017) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.351 (+/-0.075) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.816 (+/-0.023) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.846 (+/-0.017) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.863 (+/-0.017) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.364 (+/-0.126) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.812 (+/-0.020) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.849 (+/-0.011) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.869 (+/-0.017) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.373 (+/-0.026) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.810 (+/-0.034) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.855 (+/-0.016) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.869 (+/-0.021) for {'max_depth': 24, 'min_samples_leaf': 16, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.220 (+/-0.090) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.779 (+/-0.035) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.827 (+/-0.011) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.849 (+/-0.021) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.358 (+/-0.113) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 4, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.777 (+/-0.045) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.817 (+/-0.019) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.849 (+/-0.012) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.321 (+/-0.092) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.770 (+/-0.035) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.822 (+/-0.020) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.843 (+/-0.018) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.266 (+/-0.095) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.781 (+/-0.027) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.819 (+/-0.031) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.833 (+/-0.020) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.249 (+/-0.116) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.763 (+/-0.024) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.829 (+/-0.007) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.837 (+/-0.017) for {'max_depth': 24, 'min_samples_leaf': 22, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.503 (+/-0.045) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.857 (+/-0.014) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.878 (+/-0.014) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.885 (+/-0.006) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.460 (+/-0.041) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.855 (+/-0.008) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.880 (+/-0.013) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.882 (+/-0.014) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.474 (+/-0.024) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.862 (+/-0.014) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.882 (+/-0.010) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.890 (+/-0.009) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.468 (+/-0.057) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.859 (+/-0.017) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.879 (+/-0.016) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.886 (+/-0.010) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.497 (+/-0.084) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.857 (+/-0.013) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.881 (+/-0.011) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.889 (+/-0.014) for {'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.482 (+/-0.038) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.870 (+/-0.026) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.887 (+/-0.003) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.896 (+/-0.014) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.499 (+/-0.050) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.868 (+/-0.020) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.887 (+/-0.013) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.894 (+/-0.009) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.505 (+/-0.071) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.872 (+/-0.025) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.890 (+/-0.015) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.892 (+/-0.019) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.499 (+/-0.084) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.873 (+/-0.023) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.892 (+/-0.022) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.898 (+/-0.010) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.472 (+/-0.036) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.868 (+/-0.011) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.888 (+/-0.014) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.891 (+/-0.015) for {'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 24, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.453 (+/-0.108) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.861 (+/-0.020) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.884 (+/-0.009) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.886 (+/-0.009) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.458 (+/-0.077) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.865 (+/-0.026) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.883 (+/-0.009) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.888 (+/-0.014) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.438 (+/-0.030) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.863 (+/-0.023) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.873 (+/-0.018) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.886 (+/-0.013) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.465 (+/-0.047) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.858 (+/-0.024) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.884 (+/-0.010) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.890 (+/-0.007) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 150}
2023-10-05 18:10:10,205  0.471 (+/-0.072) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 24, 'n_estimators': 3}
2023-10-05 18:10:10,205  0.860 (+/-0.029) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 24, 'n_estimators': 50}
2023-10-05 18:10:10,205  0.882 (+/-0.008) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 24, 'n_estimators': 100}
2023-10-05 18:10:10,205  0.887 (+/-0.019) for {'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 24, 'n_estimators': 150}
